segments,regions,global region
Brazil4958,BRA,Latin America and the Caribbean
Brazil4959,BRA,Latin America and the Caribbean
Brazil4960,BRA,Latin America and the Caribbean
Brazil4961,BRA,Latin America and the Caribbean
Brazil4962,BRA,Latin America and the Caribbean
Brazil4963,BRA,Latin America and the Caribbean
Brazil4964,BRA,Latin America and the Caribbean
Brazil4965,BRA,Latin America and the Caribbean
Brazil4966,BRA,Latin America and the Caribbean
Brazil4967,BRA,Latin America and the Caribbean
Brazil4968,BRA,Latin America and the Caribbean
Brazil4969,BRA,Latin America and the Caribbean
Brazil4970,BRA,Latin America and the Caribbean
Brazil4971,BRA,Latin America and the Caribbean
Brazil4972,BRA,Latin America and the Caribbean
Brazil4973,BRA,Latin America and the Caribbean
Brazil4974,BRA,Latin America and the Caribbean
Brazil4975,BRA,Latin America and the Caribbean
Brazil4976,BRA,Latin America and the Caribbean
Brazil4977,BRA,Latin America and the Caribbean
Brazil8200,BRA,Latin America and the Caribbean
Brazil8201,BRA,Latin America and the Caribbean
Brazil8202,BRA,Latin America and the Caribbean
Brazil8203,BRA,Latin America and the Caribbean
Brazil8204,BRA,Latin America and the Caribbean
Brazil8205,BRA,Latin America and the Caribbean
Brazil8206,BRA,Latin America and the Caribbean
Brazil8207,BRA,Latin America and the Caribbean
Brazil8208,BRA,Latin America and the Caribbean
Brazil8209,BRA,Latin America and the Caribbean
Brazil8210,BRA,Latin America and the Caribbean
Brazil8211,BRA,Latin America and the Caribbean
Brazil8212,BRA,Latin America and the Caribbean
Brazil8213,BRA,Latin America and the Caribbean
Brazil8214,BRA,Latin America and the Caribbean
Brazil8215,BRA,Latin America and the Caribbean
Brazil8216,BRA,Latin America and the Caribbean
Brazil8217,BRA,Latin America and the Caribbean
Brazil8218,BRA,Latin America and the Caribbean
Brazil8219,BRA,Latin America and the Caribbean
Brazil8220,BRA,Latin America and the Caribbean
Brazil8222,BRA,Latin America and the Caribbean
Brazil8223,BRA,Latin America and the Caribbean
Brazil8224,BRA,Latin America and the Caribbean
Brazil8227,BRA,Latin America and the Caribbean
Brazil8230,BRA,Latin America and the Caribbean
Brazil8231,BRA,Latin America and the Caribbean
Brazil8232,BRA,Latin America and the Caribbean
Brazil8233,BRA,Latin America and the Caribbean
Brazil8234,BRA,Latin America and the Caribbean
Brazil8235,BRA,Latin America and the Caribbean
Brazil8236,BRA,Latin America and the Caribbean
Brazil8237,BRA,Latin America and the Caribbean
Brazil8238,BRA,Latin America and the Caribbean
Brazil8243,BRA,Latin America and the Caribbean
Brazil8249,BRA,Latin America and the Caribbean
Brazil8281,BRA,Latin America and the Caribbean
Brazil8288,BRA,Latin America and the Caribbean
Brazil8308,BRA,Latin America and the Caribbean
Brazil8441,BRA,Latin America and the Caribbean
Brazil8442,BRA,Latin America and the Caribbean
Brazil8443,BRA,Latin America and the Caribbean
Brazil8448,BRA,Latin America and the Caribbean
Brazil8451,BRA,Latin America and the Caribbean
Brazil8457,BRA,Latin America and the Caribbean
Brazil8458,BRA,Latin America and the Caribbean
Brazil8459,BRA,Latin America and the Caribbean
Brazil8460,BRA,Latin America and the Caribbean
Brazil8461,BRA,Latin America and the Caribbean
Brazil8472,BRA,Latin America and the Caribbean
Brazil8474,BRA,Latin America and the Caribbean
Brazil8528,BRA,Latin America and the Caribbean
BruneiDarussalam10382,BRA,East Asia and Pacific
BruneiDarussalam10383,BRA,East Asia and Pacific
BruneiDarussalam10384,BRA,East Asia and Pacific
BruneiDarussalam10385,BRA,East Asia and Pacific
BruneiDarussalam10386,BRA,East Asia and Pacific
BruneiDarussalam10387,BRA,East Asia and Pacific
BruneiDarussalam10392,BRA,East Asia and Pacific
BruneiDarussalam10393,BRA,East Asia and Pacific
Bulgaria555,BGR,Europe and Central Asia
Bulgaria556,BGR,Europe and Central Asia
Bulgaria557,BGR,Europe and Central Asia
Bulgaria558,BGR,Europe and Central Asia
Cambodia2101,KHM,East Asia and Pacific
Cambodia2102,KHM,East Asia and Pacific
Cambodia2103,KHM,East Asia and Pacific
Cambodia2104,KHM,East Asia and Pacific
Cambodia2105,KHM,East Asia and Pacific
Cambodia2106,KHM,East Asia and Pacific
Cambodia2107,KHM,East Asia and Pacific
Cambodia2108,KHM,East Asia and Pacific
Cambodia2109,KHM,East Asia and Pacific
Cambodia2110,KHM,East Asia and Pacific
Cambodia2111,KHM,East Asia and Pacific
Cambodia2112,KHM,East Asia and Pacific
Cambodia2113,KHM,East Asia and Pacific
Cambodia2114,KHM,East Asia and Pacific
Cambodia2115,KHM,East Asia and Pacific
Cameroon1187,CMR,Sub-Saharan Africa
Cameroon1188,CMR,Sub-Saharan Africa
Cameroon1189,CMR,Sub-Saharan Africa
Cameroon1190,CMR,Sub-Saharan Africa
Cameroon1191,CMR,Sub-Saharan Africa
Cameroon1192,CMR,Sub-Saharan Africa
Cameroon1193,CMR,Sub-Saharan Africa
Cameroon1194,CMR,Sub-Saharan Africa
Cameroon1195,CMR,Sub-Saharan Africa
Cameroon1196,CMR,Sub-Saharan Africa
Cameroon1197,CMR,Sub-Saharan Africa
Canada3384,CAN,North America
Canada3386,CAN,North America
Canada3388,CAN,North America
Canada3389,CAN,North America
Canada3394,CAN,North America
Canada3396,CAN,North America
Canada3400,CAN,North America
Canada3405,CAN,North America
Canada3409,CAN,North America
Canada3411,CAN,North America
Canada3412,CAN,North America
Canada3413,CAN,North America
Canada3414,CAN,North America
Canada3415,CAN,North America
Canada3416,CAN,North America
Canada3417,CAN,North America
Canada3418,CAN,North America
Canada3419,CAN,North America
Canada3427,CAN,North America
Canada3429,CAN,North America
Canada3431,CAN,North America
Canada3432,CAN,North America
Canada3433,CAN,North America
Canada3436,CAN,North America
Canada3437,CAN,North America
Canada3438,CAN,North America
Canada3440,CAN,North America
Canada3442,CAN,North America
Canada3444,CAN,North America
Canada3445,CAN,North America
Canada3446,CAN,North America
Canada3447,CAN,North America
Canada3448,CAN,North America
Canada3449,CAN,North America
Canada3450,CAN,North America
Canada3452,CAN,North America
Canada3453,CAN,North America
Canada3454,CAN,North America
Canada3455,CAN,North America
Canada3456,CAN,North America
Canada3457,CAN,North America
Canada3458,CAN,North America
Canada3459,CAN,North America
Canada3460,CAN,North America
Canada3461,CAN,North America
Canada3462,CAN,North America
Canada3463,CAN,North America
Canada3464,CAN,North America
Canada3465,CAN,North America
Canada3466,CAN,North America
Canada3467,CAN,North America
Canada3468,CAN,North America
Canada3469,CAN,North America
Canada3470,CAN,North America
Canada3471,CAN,North America
Canada3472,CAN,North America
Canada3473,CAN,North America
Canada3474,CAN,North America
Canada3475,CAN,North America
Canada3476,CAN,North America
Canada3477,CAN,North America
Canada3478,CAN,North America
Canada3479,CAN,North America
Canada3480,CAN,North America
Canada3481,CAN,North America
Canada3482,CAN,North America
Canada3483,CAN,North America
Canada3484,CAN,North America
Canada3485,CAN,North America
Canada3486,CAN,North America
Canada3487,CAN,North America
Canada3488,CAN,North America
Canada3490,CAN,North America
Canada3491,CAN,North America
Canada3492,CAN,North America
Canada3493,CAN,North America
Canada3494,CAN,North America
Canada3542,CAN,North America
Canada3545,CAN,North America
Canada3562,CAN,North America
Canada3563,CAN,North America
Canada3564,CAN,North America
Canada3609,CAN,North America
Canada3702,CAN,North America
Canada3705,CAN,North America
Canada3720,CAN,North America
Canada3721,CAN,North America
Canada3722,CAN,North America
Canada3723,CAN,North America
Canada3725,CAN,North America
Canada3726,CAN,North America
Canada3729,CAN,North America
Canada3730,CAN,North America
Canada3733,CAN,North America
Canada3734,CAN,North America
Canada3735,CAN,North America
Canada3736,CAN,North America
Canada3744,CAN,North America
Canada3748,CAN,North America
Canada3749,CAN,North America
Canada3765,CAN,North America
Canada3785,CAN,North America
Canada3805,CAN,North America
Canada3846,CAN,North America
Canada3882,CAN,North America
Canada3944,CAN,North America
Canada3965,CAN,North America
Canada3967,CAN,North America
Canada3968,CAN,North America
Canada3969,CAN,North America
Canada3970,CAN,North America
Canada3971,CAN,North America
Canada3972,CAN,North America
Canada3974,CAN,North America
Canada3979,CAN,North America
Canada3982,CAN,North America
Canada3987,CAN,North America
Canada3988,CAN,North America
Canada3989,CAN,North America
Canada3990,CAN,North America
Canada3991,CAN,North America
Canada3994,CAN,North America
Canada3995,CAN,North America
Canada4001,CAN,North America
Canada4002,CAN,North America
Canada4003,CAN,North America
Canada4004,CAN,North America
Canada4005,CAN,North America
Canada4006,CAN,North America
Canada4007,CAN,North America
Canada4008,CAN,North America
Canada4009,CAN,North America
Canada4010,CAN,North America
Canada4011,CAN,North America
Canada4012,CAN,North America
Canada4015,CAN,North America
Canada4016,CAN,North America
Canada4017,CAN,North America
Canada4019,CAN,North America
Canada4020,CAN,North America
Canada4021,CAN,North America
Canada4022,CAN,North America
Canada4023,CAN,North America
Canada4024,CAN,North America
Canada4025,CAN,North America
Canada4026,CAN,North America
Canada4027,CAN,North America
Canada4031,CAN,North America
Canada4035,CAN,North America
Canada4036,CAN,North America
Canada4037,CAN,North America
Canada4038,CAN,North America
Canada4042,CAN,North America
Canada4043,CAN,North America
Canada4044,CAN,North America
Canada4045,CAN,North America
Canada4046,CAN,North America
Canada4047,CAN,North America
Canada4048,CAN,North America
Canada4049,CAN,North America
Canada4050,CAN,North America
Canada4051,CAN,North America
Canada4052,CAN,North America
Canada4053,CAN,North America
Canada4054,CAN,North America
Canada4055,CAN,North America
Canada4056,CAN,North America
Canada4057,CAN,North America
Canada4058,CAN,North America
Canada4059,CAN,North America
Canada4060,CAN,North America
Canada4061,CAN,North America
Canada4062,CAN,North America
Canada4063,CAN,North America
Canada4064,CAN,North America
Canada4066,CAN,North America
Canada4067,CAN,North America
Canada4068,CAN,North America
Canada4069,CAN,North America
Canada4070,CAN,North America
Canada4071,CAN,North America
Canada4072,CAN,North America
Canada4073,CAN,North America
Canada4075,CAN,North America
Canada4076,CAN,North America
Canada4077,CAN,North America
Canada4078,CAN,North America
Canada5045,CAN,North America
Canada5046,CAN,North America
Canada5047,CAN,North America
Canada5057,CAN,North America
Canada5092,CAN,North America
Canada5094,CAN,North America
Canada5095,CAN,North America
Canada5096,CAN,North America
Canada5097,CAN,North America
Canada5098,CAN,North America
Canada5099,CAN,North America
Canada5100,CAN,North America
Canada5101,CAN,North America
Canada5102,CAN,North America
Canada5103,CAN,North America
Canada5104,CAN,North America
Canada5105,CAN,North America
Canada5106,CAN,North America
Canada5107,CAN,North America
Canada5108,CAN,North America
Canada5109,CAN,North America
Canada5110,CAN,North America
Canada5111,CAN,North America
Canada5112,CAN,North America
Canada5113,CAN,North America
Canada5114,CAN,North America
Canada5115,CAN,North America
Canada5116,CAN,North America
Canada5117,CAN,North America
Canada5118,CAN,North America
Canada5119,CAN,North America
Canada5120,CAN,North America
Canada5121,CAN,North America
Canada5122,CAN,North America
Canada5123,CAN,North America
Canada5124,CAN,North America
Canada5125,CAN,North America
Canada5126,CAN,North America
Canada5127,CAN,North America
Canada5128,CAN,North America
Canada5129,CAN,North America
Canada5130,CAN,North America
Canada5131,CAN,North America
Canada5132,CAN,North America
Canada5133,CAN,North America
Canada5134,CAN,North America
Canada5135,CAN,North America
Canada5136,CAN,North America
Canada5137,CAN,North America
Canada5138,CAN,North America
Canada5139,CAN,North America
Canada5140,CAN,North America
Canada5141,CAN,North America
Canada5142,CAN,North America
Canada5143,CAN,North America
Canada5144,CAN,North America
Canada5145,CAN,North America
Canada5146,CAN,North America
Canada5147,CAN,North America
Canada5148,CAN,North America
Canada5149,CAN,North America
Canada5150,CAN,North America
Canada5151,CAN,North America
Canada5152,CAN,North America
Canada5153,CAN,North America
Canada5154,CAN,North America
Canada5155,CAN,North America
Canada5156,CAN,North America
Canada5157,CAN,North America
Canada5158,CAN,North America
Canada5159,CAN,North America
Canada5160,CAN,North America
Canada5161,CAN,North America
Canada5162,CAN,North America
Canada5163,CAN,North America
Canada5164,CAN,North America
Canada5165,CAN,North America
Canada5166,CAN,North America
Canada5167,CAN,North America
Canada5168,CAN,North America
Canada5169,CAN,North America
Canada5170,CAN,North America
Canada5171,CAN,North America
Canada5172,CAN,North America
Canada5173,CAN,North America
Canada5174,CAN,North America
Canada5175,CAN,North America
Canada5176,CAN,North America
Canada5177,CAN,North America
Canada5178,CAN,North America
Canada5179,CAN,North America
Canada5180,CAN,North America
Canada5181,CAN,North America
Canada5182,CAN,North America
Canada5183,CAN,North America
Canada5184,CAN,North America
Canada5185,CAN,North America
Canada5186,CAN,North America
Canada5187,CAN,North America
Canada5188,CAN,North America
Canada5189,CAN,North America
Canada5190,CAN,North America
Canada5191,CAN,North America
Canada5192,CAN,North America
Canada5193,CAN,North America
Canada5200,CAN,North America
Canada5201,CAN,North America
Canada5202,CAN,North America
Canada5203,CAN,North America
Canada5204,CAN,North America
Canada5205,CAN,North America
Canada5218,CAN,North America
Canada5219,CAN,North America
Canada5220,CAN,North America
Canada5221,CAN,North America
Canada5222,CAN,North America
Canada5223,CAN,North America
Canada5224,CAN,North America
Canada5225,CAN,North America
Canada5226,CAN,North America
Canada5227,CAN,North America
Canada5228,CAN,North America
Canada5229,CAN,North America
Canada5230,CAN,North America
Canada5231,CAN,North America
Canada5232,CAN,North America
Canada5233,CAN,North America
Canada5234,CAN,North America
Canada5235,CAN,North America
Canada5236,CAN,North America
Canada5237,CAN,North America
Canada5238,CAN,North America
Canada5239,CAN,North America
Canada5240,CAN,North America
Canada5241,CAN,North America
Canada5242,CAN,North America
Canada5243,CAN,North America
Canada5244,CAN,North America
Canada5265,CAN,North America
Canada5266,CAN,North America
Canada5267,CAN,North America
Canada5268,CAN,North America
Canada5269,CAN,North America
Canada5270,CAN,North America
Canada5274,CAN,North America
Canada5275,CAN,North America
Canada5276,CAN,North America
Canada5277,CAN,North America
Canada5278,CAN,North America
Canada5279,CAN,North America
Canada5280,CAN,North America
Canada5281,CAN,North America
Canada5282,CAN,North America
Canada5283,CAN,North America
Canada5284,CAN,North America
Canada5285,CAN,North America
Canada5286,CAN,North America
Canada5287,CAN,North America
Canada5288,CAN,North America
Canada5289,CAN,North America
Canada5290,CAN,North America
Canada5291,CAN,North America
Canada5292,CAN,North America
Canada5293,CAN,North America
Canada5294,CAN,North America
Canada5295,CAN,North America
Canada5296,CAN,North America
Canada5297,CAN,North America
Canada5298,CAN,North America
Canada5299,CAN,North America
Canada5300,CAN,North America
Canada5301,CAN,North America
Canada5302,CAN,North America
Canada5303,CAN,North America
Canada5304,CAN,North America
Canada5305,CAN,North America
Canada5306,CAN,North America
Canada5307,CAN,North America
Canada5308,CAN,North America
Canada5309,CAN,North America
Canada5310,CAN,North America
Canada5311,CAN,North America
Canada5312,CAN,North America
Canada5313,CAN,North America
Canada5314,CAN,North America
Canada5315,CAN,North America
Canada5316,CAN,North America
Canada5317,CAN,North America
Canada5318,CAN,North America
Canada5319,CAN,North America
